"year","name","team_id","bat_side","total_pa","pa_shifts","pa_shift_percent","woba_shift","pa_non_shifts","pa_non_shift_percent","woba_non_shift"
2017,"Smith, Kevan",145,"R",287,2,"0.7",".438",285,"99.3",".296"
2017,"García, Leury",145,"L",229,2,"0.9",".000",227,"99.1",".317"
2017,"Hicks, John",116,"R",190,2,"1.1",".000",188,"98.9",".332"
2017,"Plawecki, Kevin",121,"R",116,2,"1.7",".000",114,"98.3",".337"
2017,"Garneau, Dustin",133,"R",125,2,"1.6",".346",123,"98.4",".261"
2017,"Herrera, Odúbel",143,"L",557,2,"0.4",".346",555,"99.6",".328"
2017,"Freese, David",134,"R",493,2,"0.4",".000",491,"99.6",".329"
2017,"Hundley, Nick",137,"R",301,2,"0.7",".000",299,"99.3",".290"
2017,"Andrus, Elvis",140,"R",689,2,"0.3",".361",687,"99.7",".343"
2017,"Gómez, Carlos",140,"R",425,2,"0.5",".000",423,"99.5",".341"
2017,"Holt, Brock",111,"L",162,3,"1.9",".533",159,"98.1",".254"
2017,"La Stella, Tommy",112,"L",149,3,"2.0",".472",146,"98.0",".366"
2017,"Engel, Adam",145,"R",335,3,"0.9",".411",332,"99.1",".229"
2017,"Anderson, Tim",145,"R",599,3,"0.5",".000",596,"99.5",".290"
2017,"Saladino, Tyler",145,"R",281,3,"1.1",".292",278,"98.9",".222"
2017,"Soler, Jorge",118,"R",109,3,"2.8",".642",106,"97.2",".214"
2017,"Broxton, Keon",158,"R",461,3,"0.7",".000",458,"99.3",".311"
2017,"Reyes, José",121,"L",425,3,"0.7",".462",422,"99.3",".296"
2017,"Hicks, Aaron",147,"R",126,3,"2.4","1.320",123,"97.6",".360"
2017,"Maxwell, Bruce",133,"L",252,3,"1.2",".292",249,"98.8",".297"
2017,"Altherr, Aaron",143,"R",408,3,"0.7",".584",405,"99.3",".355"
2017,"Rupp, Cameron",143,"R",328,3,"0.9",".000",325,"99.1",".307"
2017,"Marte, Starling",134,"R",334,3,"0.9",".231",331,"99.1",".310"
2017,"Crawford, Brandon",137,"L",567,3,"0.5",".523",564,"99.5",".300"
2017,"Bourjos, Peter",139,"R",202,3,"1.5",".000",199,"98.5",".286"
2017,"Goodwin, Brian",120,"L",276,3,"1.1","1.052",273,"98.9",".329"
2017,"Difo, Wilmer",120,"L",264,3,"1.1",".000",261,"98.9",".275"
2017,"Maldonado, Martín",108,"R",470,4,"0.9",".219",466,"99.1",".279"
2017,"Beckham, Tim",110,"R",572,4,"0.7",".438",568,"99.3",".335"
2017,"Almora Jr., Albert",112,"R",321,4,"1.2",".933",317,"98.8",".327"
2017,"Happ, Ian",112,"R",111,4,"3.6",".219",107,"96.4",".330"
2017,"Almonte, Abraham",114,"L",143,4,"2.8",".173",139,"97.2",".316"
2017,"Narváez, Omar",145,"L",292,4,"1.4",".438",288,"98.6",".322"
2017,"Martinez, Victor",116,"R",101,4,"4.0",".000",97,"96.0",".289"
2017,"Springer, George",117,"R",626,4,"0.6",".308",622,"99.4",".377"
2017,"Gonzalez, Marwin",117,"R",135,4,"3.0",".000",131,"97.0",".347"
2017,"Merrifield, Whit",118,"R",627,4,"0.6",".219",623,"99.4",".331"
2017,"Escobar, Alcides",118,"R",625,4,"0.6",".308",621,"99.4",".267"
2017,"Bonifacio, Jorge",118,"R",420,4,"1.0",".714",416,"99.0",".321"
2017,"Hernández, Enrique",119,"R",339,4,"1.2",".392",335,"98.8",".310"
2017,"Yelich, Christian",146,"L",683,4,"0.6",".392",679,"99.4",".347"
2017,"Piña, Manny",158,"R",358,4,"1.1",".000",354,"98.9",".327"
